R,G,B,freqency,id
118,-109,-118,0.01083852544132918,43
-95,-113,117,0.010028556593977155,43
41,15,16,0.009655590169608862,43
-30,-83,-105,0.009406368985808239,43
31,59,87,0.005771028037383177,43
-55,-69,-97,0.2158170438957476,44
53,50,47,0.15146004801097393,44
-107,-113,-120,0.14472822359396434,44
-56,-122,117,0.10013631687242798,44
94,93,91,0.0772153635116598,44
-91,-103,-126,0.06471793552812072,44
126,76,57,0.035304355281207137,44
111,93,64,0.03024434156378601,44
-79,70,35,0.025631001371742113,44
-37,-89,-109,0.024609053497942388,44
93,53,36,0.021125685871056243,44
-67,-100,45,0.019260973936899864,44
82,87,113,0.015239197530864198,44
-61,111,99,0.014997427983539095,44
-100,73,63,0.014818244170096022,44
110,-112,97,0.014143518518518519,44
67,54,37,0.013006687242798354,44
85,109,74,0.00922153635116598,44
-56,94,50,0.008323045267489712,44
42,40,40,0.31377646288527294,45
27,23,24,0.09218662851322841,45
-111,-114,-120,0.0741567039309358,45
40,58,86,0.07129519606178918,45
92,97,97,0.06340179935494823,45
35,60,45,0.04105778790891675,45
-104,-104,123,0.031910662754322576,45
-127,-108,113,0.031110410553629023,45
-65,-76,-99,0.02634284744283047,45
-86,-101,78,0.02620947207604821,45
-52,-73,101,0.023563789800421953,45
120,74,87,0.019584353856973106,45
-64,121,58,0.01943400344350947,45
39,65,39,0.01826515022916313,45
-70,-94,53,0.018139049882387178,45
-59,-78,-87,0.018083274729005505,45
-52,-78,71,0.016317869874142153,45
60,50,28,0.015260566966559159,45
65,81,108,0.014988966219657104,45
-109,86,36,0.01439726459247763,45
75,103,72,0.013878313165361205,45
73,100,82,0.012922860537866478,45
102,97,68,0.011906782743652545,45
80,49,57,0.0065984431457186505,45
-54,-122,52,0.0052113393311831605,45
-57,-55,-58,0.5926066725897576,46
57,-101,-124,0.08951128804446874,46
42,106,101,0.04453281620193184,46
41,49,56,0.044236661654820486,46
93,-100,-113,0.03336722024785858,46
120,-108,-82,0.028960497539639148,46
68,96,125,0.028927749681064333,46
-111,-101,-95,0.023927294058684163,46
41,55,75,0.02194106524512484,46
-48,-60,-88,0.01612476079825041,46
-59,-119,120,0.010966261162748315,46
-51,109,98,0.009683399398578459,46
82,94,101,0.009283305995990523,46
-110,-66,-82,0.008886060233278658,46
-80,-122,-113,0.008876093493712411,46
43,102,115,0.008307989338436303,46
26,125,106,0.0072913819026790595,46
-92,-71,-50,0.006821521323127392,46
30,67,65,0.005747961089848734,46
16,16,15,0.7642197327044025,47
38,33,31,0.14406643081761006,47
123,81,60,0.03198506289308176,47
87,49,35,0.022969732704402515,47
62,47,30,0.010577830188679246,47
106,87,63,0.007509827044025157,47
69,40,38,0.006717767295597484,47
-99,-114,119,0.006159591194968553,47
93,84,76,0.005794025157232705,47
-49,-70,-89,0.14459808781869687,48
-86,-112,126,0.12907046742209632,48
-98,-114,-121,0.12624822946175637,48
71,43,45,0.09650672804532578,48
108,90,86,0.09541253541076487,48
-51,-71,-82,0.07945290368271955,48
110,80,78,0.07234950424929179,48
125,88,75,0.06713172804532577,48
-85,-123,116,0.05626770538243626,48
120,95,80,0.03668024079320113,48
71,53,52,0.03565155807365439,48
80,47,37,0.01815155807365439,48
-92,-124,126,0.017678824362606232,48
40,12,15,0.014320113314447592,48
-48,-86,-101,0.005481586402266289,48
74,52,39,0.004998229461756374,48
-59,-58,-61,0.4951769578313253,49
48,110,-84,0.11313441265060241,49
123,-102,-70,0.1063949548192771,49
-104,-103,-100,0.05397213855421687,49
80,-124,-68,0.05091490963855422,49
102,93,92,0.03520707831325301,49
-95,-74,-52,0.03510542168674699,49
-46,-57,-80,0.028930722891566264,49
-108,-64,-70,0.022033132530120483,49
91,-101,-79,0.013130647590361446,49
112,-84,-89,0.011669804216867469,49
120,95,77,0.011244352409638555,49
75,110,-112,0.009167921686746988,49
-90,-114,122,0.008049698795180723,49
-81,-119,120,0.005867846385542169,49
-46,-64,-98,0.16447014925373135,50
-71,-122,-104,0.13055223880597014,50
-32,78,60,0.1298787313432836,50
121,90,-127,0.09260074626865672,50
-55,52,42,0.08359514925373135,50
74,111,74,0.03807276119402985,50
-66,-128,112,0.03538619402985075,50
-26,-80,-98,0.032807835820895526,50
-34,99,74,0.029623134328358208,50
122,-102,106,0.02871641791044776,50
-118,83,68,0.026557835820895524,50
-94,65,65,0.023945895522388058,50
-102,74,100,0.02082089552238806,50
-44,112,107,0.020406716417910448,50
-67,112,-115,0.01619962686567164,50
-30,75,32,0.015125,50
67,-107,91,0.014597014925373134,50
-84,-66,115,0.013242537313432836,50
-79,65,45,0.012781716417910448,50
43,123,75,0.01239179104477612,50
-22,-72,19,0.011277985074626866,50
-102,82,-121,0.010611940298507462,50
-75,108,-100,0.00946268656716418,50
-52,-70,120,0.008333955223880597,50
-29,88,96,0.006867537313432836,50
-113,-87,97,0.006546641791044776,50
-70,49,62,0.005126865671641791,50
-44,-53,-92,0.20991554054054054,51
-38,-59,127,0.09771959459459459,51
-110,-108,-109,0.09730105105105105,51
29,47,76,0.08395645645645645,51
48,48,52,0.06410285285285286,51
80,92,121,0.06125750750750751,51
-66,-66,-75,0.04856231231231231,51
94,95,100,0.047118993993993996,51
-90,-102,124,0.03730292792792793,51
-80,-56,-100,0.03515578078078078,51
-127,-92,119,0.029436936936936938,51
22,107,65,0.02456831831831832,51
57,106,89,0.021781156156156157,51
78,34,25,0.020422297297297297,51
8,22,45,0.02007132132132132,51
-62,-116,120,0.014776651651651651,51
-75,41,21,0.013652402402402402,51
-85,58,34,0.012149024024024024,51
-25,-60,97,0.01181493993993994,51
7,45,92,0.011512762762762762,51
98,-93,109,0.00974099099099099,51
-70,-98,95,0.009504504504504505,51
63,107,73,0.0067304804804804805,51
-48,113,107,0.006443318318318319,51
-19,-24,-59,0.005001876876876877,51
-103,-106,-99,0.30778512084592147,52
-70,-73,-74,0.14941087613293053,52
3,6,9,0.13713935045317222,52
51,102,84,0.06887462235649547,52
-80,-117,27,0.055470166163141994,52
16,61,49,0.037994712990936555,52
96,97,100,0.029354229607250756,52
42,48,50,0.025851586102719034,52
30,48,73,0.019637462235649546,52
91,98,123,0.014943353474320242,52
-121,-119,-97,0.01479607250755287,52
5,16,39,0.014629909365558913,52
-93,23,6,0.013106117824773413,52
-82,119,7,0.012836102719033233,52
-96,53,14,0.011402945619335348,52
49,103,73,0.010337990936555892,52
-79,69,6,0.008704682779456194,52
82,39,22,0.007994712990936556,52
-72,47,3,0.0077265861027190335,52
-127,77,25,0.007645392749244713,52
127,98,30,0.007483006042296072,52
-95,-112,119,0.007037386706948641,52
-91,-119,59,0.006908987915407855,52
-123,82,63,0.006625755287009064,52
-91,-124,-122,0.006013972809667673,52
93,7,12,0.005702416918429003,52
-80,-127,114,0.004586480362537764,52
27,16,17,0.28645104895104895,53
51,35,31,0.1628256118881119,53
86,54,32,0.15202797202797202,53
74,50,30,0.141680506993007,53
107,71,43,0.10579326923076923,53
103,74,45,0.05497377622377622,53
-52,-126,79,0.02690777972027972,53
-44,114,64,0.025614073426573427,53
-114,82,37,0.01802229020979021,53
-83,-116,102,0.009604458041958043,53
-18,-95,113,0.005924388111888112,53
-85,79,32,0.0052032342657342655,53
-77,-116,83,0.004971590909090909,53
-109,-102,-100,0.21153455284552847,54
-52,-63,-99,0.204140243902439,54
-120,-109,-85,0.09466666666666666,54
-90,-104,123,0.07541260162601626,54
96,94,91,0.04732723577235772,54
-75,-75,-83,0.03585975609756097,54
-29,-54,-119,0.035666666666666666,54
-57,124,28,0.03040040650406504,54
-68,127,71,0.02598780487804878,54
107,96,68,0.0248739837398374,54
122,-106,112,0.02265650406504065,54
71,103,69,0.02159349593495935,54
-72,-121,110,0.021542682926829267,54
-107,87,35,0.017896341463414633,54
-125,86,64,0.015904471544715446,54
-76,75,6,0.01494308943089431,54
-48,107,15,0.014304878048780488,54
-79,-112,82,0.014260162601626016,54
30,64,47,0.012861788617886179,54
62,98,81,0.010469512195121952,54
-92,70,23,0.009774390243902439,54
32,64,35,0.008949186991869919,54
-11,-25,-73,0.008071138211382113,54
-78,-62,-104,0.005817073170731707,54
-35,-82,-113,0.005538617886178862,54
33,106,64,0.005134146341463415,54
122,98,38,0.00441260162601626,54
-61,-61,-57,0.3271843220338983,55
-105,-107,-101,0.18917161016949152,55
51,45,49,0.1401949152542373,55
18,14,16,0.13615254237288135,55
97,93,99,0.07048305084745762,55
69,37,44,0.035201271186440675,55
-79,-117,-106,0.018802966101694914,55
118,82,92,0.013383474576271186,55
-111,66,85,0.00975,55
44,54,71,0.009154661016949152,55
42,12,18,0.00863135593220339,55
-92,-112,114,0.007934322033898305,55
124,82,63,0.007544491525423729,55
-121,-106,-87,0.006953389830508474,55
-26,-24,-21,0.005474576271186441,55
81,92,110,0.005141949152542373,55
-50,-83,-72,0.004550847457627119,55
-80,-68,-48,0.004290254237288136,55
79,92,114,0.1997630964297631,56
-110,-106,-98,0.13459376042709376,56
87,97,106,0.1341182849516183,56
-76,-71,-63,0.1302977977977978,56
44,54,77,0.11444861528194862,56
-118,-111,-86,0.1014255922589256,56
58,58,69,0.04927093760427094,56
71,107,101,0.04905572238905572,56
108,-113,-127,0.03665081748415082,56
122,-100,120,0.026687520854187522,56
-83,-76,-54,0.023687854521187855,56
-70,-75,-104,0.1438801359283287,57
-90,-97,-127,0.09288847698486252,57
-92,-112,28,0.08062248995983935,57
83,88,113,0.07408248378127896,57
-87,73,43,0.0678768921841211,57
50,45,45,0.06586113685511276,57
23,16,17,0.05453969725054062,57
96,97,103,0.053938059932035834,57
45,48,75,0.04698177324683349,57
67,103,60,0.03450185356811863,57
80,38,25,0.0303877046648131,57
109,91,63,0.027476830398517147,57
40,65,34,0.018572752548656164,57
-95,-118,63,0.018342601173926474,57
-125,80,59,0.018092369477911648,57
-114,82,33,0.017976521470497372,57
61,50,28,0.015834105653382762,57
-92,-98,29,0.014902687673772012,57
-94,73,58,0.01489805375347544,57
119,-107,100,0.01484708063021316,57
65,123,52,0.014369786839666358,57
124,100,33,0.014186746987951807,57
37,37,74,0.013816033364226135,57
-66,98,68,0.012649057769539698,57
64,120,59,0.009691071980228607,57
-67,101,81,0.0093628359592215,57
-77,122,99,0.0077471424158171145,57
111,31,25,0.006719956750077232,57
-76,114,66,0.004953660797034291,57
-105,-101,-99,0.45081429990069516,58
-77,-73,-77,0.40081347236014564,58
98,103,108,0.09987255875537901,58
46,55,59,0.023536908308507118,58
84,95,115,0.009803045349222111,58
-64,-62,-87,0.008958126448195962,58
-120,-115,-95,0.006201588877855015,58
70,96,125,0.27439118321861683,59
123,-110,-77,0.2556014421501147,59
39,63,88,0.17835463782366437,59
-83,-69,-35,0.14758685676827268,59
-123,-106,-99,0.039705834152736805,59
65,100,-100,0.035909537856440514,59
107,-121,-64,0.026037364798426745,59
-74,-60,-51,0.024668141592920353,59
59,115,-118,0.017745001638806948,59
-61,-55,-60,0.23692440801457196,60
79,95,125,0.0643287795992714,60
-120,-113,-82,0.05620947176684882,60
29,49,76,0.05522950819672131,60
-107,-105,-102,0.046200364298724955,60
-76,-43,-64,0.043434426229508195,60
-82,-45,-83,0.040614754098360656,60
57,101,92,0.03698360655737705,60
-51,-58,-86,0.03650182149362477,60
4,20,44,0.03313934426229508,60
20,59,53,0.03195355191256831,60
-71,-69,-42,0.026923497267759562,60
88,-96,102,0.024446265938069218,60
101,89,-127,0.023785063752276868,60
-111,-119,-77,0.019398907103825136,60
39,115,61,0.017717668488160292,60
113,-101,110,0.017210382513661204,60
-29,-22,-29,0.015189435336976321,60
-49,-51,78,0.015054644808743169,60
62,106,68,0.014851548269581056,60
-85,-122,-110,0.013785974499089254,60
55,46,84,0.012709471766848815,60
-34,-59,83,0.012158469945355192,60
-64,-119,113,0.011744990892531877,60
105,-109,-123,0.01137704918032787,60
-41,111,65,0.009969034608378871,60
-90,-104,123,0.009854280510018215,60
31,43,98,0.009704918032786886,60
85,-96,83,0.009636612021857923,60
-56,-124,76,0.009581056466302367,60
-42,-120,49,0.008358834244080146,60
-39,-66,114,0.007438979963570127,60
-125,-56,-117,0.007235883424408014,60
-118,-98,82,0.005959016393442623,60
-69,-60,109,0.004387978142076502,60
46,38,17,0.6065710784313726,61
42,33,23,0.10059191176470589,61
32,25,5,0.07467401960784313,61
31,23,11,0.052970588235294117,61
-28,-81,118,0.043123774509803925,61
-75,-113,84,0.0384656862745098,61
-58,-109,91,0.022814950980392157,61
121,95,41,0.01727450980392157,61
108,89,51,0.014590686274509804,61
-34,-78,116,0.01417279411764706,61
-94,-114,100,0.010769607843137255,61
-51,-74,-120,0.003980392156862745,61
-58,-63,-64,0.4330460385438972,62
19,54,83,0.10336902212705211,62
-128,-111,-82,0.0630406852248394,62
62,95,-127,0.06277569593147751,62
-96,-100,-93,0.06194682369735903,62
-39,-56,-77,0.05008386866523912,62
47,91,-108,0.03548447537473234,62
48,107,99,0.027742683797287653,62
14,58,109,0.024424518201284797,62
9,59,55,0.020191827266238402,62
-58,-112,-124,0.018908815132048538,62
-73,-112,-108,0.018242326909350463,62
9,54,120,0.01611884368308351,62
44,99,115,0.015110635260528194,62
-86,-76,-53,0.011059064953604569,62
-49,-83,-81,0.011039436117059244,62
83,-113,-121,0.00930496074232691,62
14,68,82,0.008403818700927908,62
-41,-87,-105,0.005123126338329765,62
41,79,-105,0.004583333333333333,62
-86,-101,-127,0.17454902694610777,63
-70,-79,-104,0.11400823353293413,63
-122,-115,-120,0.10585516467065868,63
35,47,46,0.09874812874251497,63
64,101,90,0.08892589820359281,63
28,61,55,0.07219124251497006,63
92,101,98,0.06300711077844312,63
117,-112,108,0.06202095808383234,63
98,-120,-102,0.05848053892215569,63
104,-119,125,0.043226047904191614,63
77,112,81,0.024565868263473054,63
93,-120,-106,0.02215755988023952,63
-81,118,94,0.020714820359281436,63
112,99,78,0.018555389221556886,63
67,105,126,0.015699850299401196,63
-113,92,71,0.010718562874251497,63
60,108,125,0.0065755988023952095,63
46,44,37,0.31381664946680426,64
92,94,69,0.23398004815961473,64
91,93,82,0.18883986928104576,64
54,54,32,0.10903422772617818,64
28,24,21,0.060485896112831096,64
-123,-118,110,0.04233574131406949,64
-127,-123,121,0.0231656346749226,64
90,99,59,0.01815875472996216,64
-70,-66,-95,0.0052278981768145855,64
-126,-115,104,0.0049552803577571376,64
45,43,46,0.29330903790087465,65
102,94,99,0.2926141885325559,65
-120,-127,-118,0.12766277939747328,65
96,98,121,0.09746355685131196,65
111,90,72,0.04676141885325559,65
117,73,50,0.033545513443472626,65
127,123,-109,0.03250971817298348,65
48,51,70,0.022677356656948495,65
94,50,28,0.016348396501457727,65
76,58,43,0.016204243602202784,65
111,85,90,0.01238581146744412,65
-114,126,107,0.008517978620019436,65
47,47,41,0.8934834638816362,66
120,91,92,0.040647302001740646,66
100,84,81,0.030280678851174934,66
48,49,31,0.022071366405570062,66
-117,-119,-89,0.013517188859878154,66
-113,-114,-110,0.38657296466973884,67
98,98,103,0.21249692780337942,67
42,50,55,0.1497642089093702,67
41,50,72,0.06336175115207374,67
81,88,112,0.05394854070660522,67
-128,-121,-99,0.020506144393241166,67
104,25,19,0.017372503840245777,67
-128,77,54,0.016105222734254993,67
125,86,94,0.014198924731182797,67
105,96,71,0.01315284178187404,67
95,40,28,0.012470814132104454,67
115,27,10,0.012038402457757296,67
-108,-124,100,0.011682795698924732,67
-124,73,34,0.005789554531490016,67
-100,124,-121,0.005390937019969278,67
86,46,51,0.005147465437788018,67
94,87,66,0.30469307450157396,68
-103,-113,110,0.22178209164043372,68
90,85,73,0.13998426023084995,68
-103,-102,-115,0.13838929695697796,68
59,55,46,0.1381278419027632,68
66,62,43,0.05702343476740119,68
89,101,102,0.3581894174422613,69
123,-114,-115,0.3306652878317821,69
46,53,57,0.09638572905894519,69
116,-112,-118,0.05427524991382282,69
81,97,115,0.04532230265425715,69
-81,-65,-72,0.03646587383660806,69
78,108,106,0.035677352637021716,69
42,51,71,0.03456997587038952,69
93,96,73,0.0084488107549121,69
24,25,27,0.3668976002629849,70
33,39,34,0.3154766600920447,70
91,94,84,0.0485922090729783,70
50,55,33,0.042052103879026956,70
-118,-112,-125,0.03327169625246548,70
91,93,68,0.02992767915844839,70
-70,-56,-94,0.029852892833662065,70
-69,-60,-89,0.02558596318211703,70
-114,-107,121,0.02419871794871795,70
82,94,59,0.01775394477317554,70
46,58,30,0.014761669953977647,70
-115,-102,118,0.01424145299145299,70
-74,-66,-83,0.010268737672583827,70
-100,-104,33,0.00803007889546351,70
81,45,36,0.007245233399079553,70
-98,-110,26,0.00674474030243261,70
70,39,39,0.00509861932938856,70
36,35,33,0.6530810251512257,71
102,93,99,0.1461755810251512,71
27,25,27,0.09084288443170965,71
-117,-127,-114,0.0729504934734161,71
122,94,107,0.016428685132123526,71
-113,122,-116,0.013292741165234002,71
40,41,24,0.007228589621139764,71
48,45,42,0.705812101910828,72
25,22,24,0.13163039631988677,72
-43,-60,-101,0.07617834394904459,72
57,58,39,0.033393489030431704,72
-96,-104,111,0.024703644727530078,72
97,92,65,0.014835456475583864,72
73,76,65,0.013446567586694975,72
14,18,20,0.1332018757687577,73
40,42,44,0.12283825338253382,73
23,47,70,0.07826414514145141,73
10,47,40,0.057786746617466175,73
91,92,93,0.04369157441574416,73
-91,-113,114,0.040382841328413285,73
64,35,38,0.029173585485854858,73
-77,-125,102,0.027184809348093482,73
71,-95,115,0.026428351783517837,73
-65,-124,77,0.025532749077490775,73
88,112,25,0.025208333333333333,73
7,21,39,0.024885455104551046,73
65,92,118,0.023982933579335793,73
61,118,28,0.023480934809348094,73
-112,-61,-42,0.020576568265682656,73
-123,89,69,0.020141451414514146,73
-52,-75,-107,0.01883379458794588,73
118,-104,-80,0.01866851168511685,73
48,98,87,0.017054120541205413,73
-128,-112,23,0.017051045510455106,73
75,37,25,0.016959563345633456,73
-102,-62,-39,0.01652367773677737,73
114,96,71,0.015285977859778598,73
37,116,70,0.0140059963099631,73
64,99,59,0.013915282902829028,73
117,-57,-102,0.013071955719557195,73
-87,-115,74,0.010249077490774907,73
123,-115,55,0.009810885608856089,73
86,-106,60,0.008866851168511686,73
105,-101,-116,0.008701568265682656,73
99,123,5,0.008520141451414514,73
67,-95,-126,0.008363314883148832,73
111,-91,-70,0.008300276752767528,73
-96,-117,33,0.007958948339483395,73
33,64,32,0.007914360393603936,73
96,-111,19,0.0075392066420664205,73
113,-103,111,0.006593634686346863,73
-49,-120,51,0.006359163591635917,73
-39,-86,-119,0.006070879458794588,73
-44,-77,116,0.005674969249692497,73
-107,94,47,0.004946186961869619,73
-61,-61,-66,0.3669984076433121,74
49,45,44,0.2175141542816702,74
-110,-108,-107,0.11650123849964614,74
93,92,95,0.1017002830856334,74
60,105,102,0.020742215145081386,74
101,-109,-113,0.014505484784147205,74
76,97,115,0.014465675866949752,74
-65,-124,111,0.012951167728237793,74
119,83,88,0.012417728237791931,74
32,23,21,0.012219568294409058,74
-93,72,75,0.012010792639773532,74
108,-118,-101,0.011953290870488322,74
71,43,45,0.011811748053786271,74
-114,83,67,0.01168966737438075,74
-53,-68,-91,0.009642604387827318,74
-53,111,108,0.009171974522292993,74
-78,-122,-119,0.009045470629865535,74
-40,-81,-80,0.008369603680113235,74
57,43,28,0.007991861288039631,74
82,43,34,0.0051981599433828735,74
-89,-108,125,0.004442675159235669,74
33,69,69,0.004330325548478415,74
46,59,76,0.0043259023354564755,74
-61,-59,-56,0.17290878851540617,75
36,45,50,0.14364320728291316,75
27,49,71,0.1418890056022409,75
124,-106,-74,0.11798319327731092,75
70,94,122,0.06998249299719889,75
-110,-110,-109,0.06670868347338936,75
90,96,97,0.05747286414565826,75
-92,-71,-48,0.03418329831932773,75
49,101,99,0.03402048319327731,75
13,24,41,0.032961309523809525,75
16,57,59,0.03284751400560224,75
115,103,79,0.026833858543417365,75
-106,-120,112,0.02175857843137255,75
37,99,118,0.016500350140056023,75
96,-111,-115,0.012040441176470589,75
61,102,-103,0.011172093837535015,75
11,66,79,0.007093837535014006,75
-111,-107,-104,0.2969982817869416,76
-67,-66,-68,0.18280068728522336,76
124,-113,-91,0.09792439862542955,76
94,99,102,0.0903487972508591,76
72,97,123,0.08523969072164948,76
45,53,55,0.05651975945017182,76
32,56,80,0.04698109965635739,76
-55,-66,-90,0.037603092783505154,76
-91,-104,-126,0.03217697594501718,76
-74,-125,116,0.011243986254295534,76
73,100,69,0.010393470790378006,76
67,97,85,0.008826460481099656,76
-90,-75,-53,0.008672680412371134,76
43,63,33,0.0078109965635738835,76
-122,98,98,0.007475085910652921,76
-91,-125,-126,0.006723367697594501,76
43,92,-109,0.006558419243986254,76
104,100,77,0.0057027491408934705,76
-124,-108,-117,0.3912934186471664,77
83,94,92,0.22727148080438758,77
115,106,82,0.13459780621572212,77
-109,-112,117,0.0749063071297989,77
123,-109,-122,0.05242687385740402,77
-78,-68,-83,0.045955210237659964,77
72,98,85,0.027054387568555757,77
-66,-62,-87,0.01857632541133455,77
74,96,112,0.012904478976234004,77
69,101,71,0.0107518281535649,77
127,-109,116,0.004261882998171846,77
-57,-52,-60,0.17478253182461104,78
-117,-108,-111,0.16722065063649222,78
90,97,97,0.13962340876944837,78
33,45,65,0.08982319660537483,78
50,55,60,0.08865275813295616,78
122,-108,-87,0.07698727015558698,78
-23,-19,-31,0.07003536067892503,78
76,95,119,0.04486386138613861,78
-100,-117,117,0.04373585572842999,78
120,-103,-111,0.03326732673267327,78
-51,-53,-77,0.022165841584158415,78
114,101,81,0.01416018387553041,78
-92,-64,-73,0.010265205091937766,78
15,23,42,0.009543847241867043,78
-86,-127,105,0.006493988684582744,78
-24,-20,-45,0.004197312588401697,78
72,61,44,0.004181400282885431,78
-68,-53,-51,0.3867905405405405,79
-98,-67,-46,0.12356177606177607,79
-101,-56,-56,0.09822393822393823,79
79,-98,-79,0.08598696911196911,79
-26,-20,-24,0.0680888030888031,79
125,-94,-67,0.06209218146718147,79
-122,-63,-48,0.045873552123552125,79
110,-92,-92,0.034997586872586875,79
-112,-93,-89,0.032208011583011585,79
21,116,-114,0.03014720077220077,79
19,109,-97,0.014616312741312741,79
40,-96,-102,0.01054054054054054,79
40,112,110,0.0068725868725868725,79
40,42,50,0.21949153976311336,80
-28,115,81,0.11858714043993232,80
-40,-47,-54,0.08203299492385786,80
-14,-24,-36,0.0710668358714044,80
43,45,68,0.06679018612521151,80
-35,-48,-74,0.05636971235194586,80
-12,-24,-48,0.04775972927241963,80
80,87,118,0.02671065989847716,80
-94,-109,118,0.02290439932318105,80
-122,-108,-74,0.021967005076142132,80
-15,-70,-91,0.021587140439932317,80
-82,69,43,0.021573604060913704,80
-32,85,56,0.019238578680203046,80
57,98,84,0.015247038917089678,80
122,76,90,0.014611675126903553,80
41,56,115,0.01390439932318105,80
-18,-45,-119,0.012871404399323182,80
33,62,52,0.012823181049069375,80
-15,-44,99,0.012400169204737733,80
48,46,85,0.012150592216582065,80
-13,-87,113,0.009437394247038917,80
-87,-72,-42,0.009314720812182741,80
79,43,53,0.009066835871404399,80
-35,124,105,0.008792724196277496,80
-29,112,49,0.008422165820642978,80
-104,66,54,0.008102368866328258,80
-56,-123,112,0.007713197969543147,80
120,-101,106,0.00744077834179357,80
64,80,-113,0.0071082910321489,80
95,43,35,0.00695093062605753,80
-6,-107,115,0.006914551607445008,80
-122,75,59,0.006294416243654823,80
-11,-49,50,0.0052884940778341796,80
-7,-26,-99,0.004589678510998308,80
-7,-103,-126,0.004475465313028765,80
-42,-65,-91,0.20342294807370184,81
-100,-109,-115,0.14538777219430485,81
17,13,12,0.0965502512562814,81
-87,-105,-128,0.09490452261306533,81
50,47,46,0.0867713567839196,81
95,93,92,0.07459045226130653,81
-62,-73,-84,0.05195393634840871,81
-68,-111,127,0.027336683417085426,81
-35,-78,-98,0.02703852596314908,81
109,94,71,0.02288609715242881,81
-54,-118,45,0.016943048576214405,81
79,39,26,0.015818257956448912,81
115,-112,105,0.014304020100502513,81
125,81,64,0.013721943048576215,81
75,111,76,0.01252931323283082,81
63,49,31,0.011092964824120604,81
-9,-28,-53,0.010560301507537688,81
-70,-126,64,0.010247068676716918,81
55,97,85,0.009293132328308208,81
-81,-112,83,0.009211892797319933,81
-86,-120,-122,0.009037688442211055,81
68,39,40,0.00846817420435511,81
-30,-69,-128,0.0073559463986599665,81
117,85,88,0.00723785594639866,81
20,105,66,0.006771356783919598,81
39,13,12,0.006564489112227806,81
53,39,38,0.18103538074712644,82
-49,-63,-90,0.12177711925287356,82
99,93,90,0.11852101293103448,82
-109,-113,-121,0.0967510775862069,82
-90,-107,126,0.08409931752873563,82
59,33,34,0.06258710488505748,82
31,18,18,0.05830280172413793,82
72,35,24,0.04844198994252873,82
-62,-69,-79,0.04130657327586207,82
-78,-125,109,0.028142061781609197,82
-125,83,64,0.02768767959770115,82
40,17,18,0.02282417385057471,82
114,94,75,0.02247755028735632,82
58,39,26,0.022033943965517243,82
-63,124,69,0.014871587643678161,82
-104,64,29,0.01119701867816092,82
-107,81,35,0.011174568965517242,82
114,81,81,0.01033764367816092,82
-63,117,35,0.006584949712643678,82
-106,68,54,0.005663613505747126,82
109,34,28,0.004182830459770115,82
-46,-54,-60,0.10727415966386554,83
25,11,17,0.10720238095238095,83
37,12,19,0.10681285014005602,83
63,34,41,0.10467174369747899,83
52,43,48,0.06350490196078432,83
-104,-106,-108,0.043406862745098036,83
91,90,93,0.04030812324929972,83
-37,-60,-86,0.03744310224089636,83
-15,-18,-28,0.03278186274509804,83
80,88,114,0.028714110644257704,83
115,79,84,0.02636817226890756,83
44,52,78,0.025859593837535014,83
79,37,28,0.025038515406162466,83
-128,-97,-108,0.022057072829131653,83
-66,-117,115,0.021572128851540615,83
125,79,64,0.021175595238095236,83
-96,-62,-71,0.02096200980392157,83
-81,-119,-116,0.015929621848739497,83
-119,-96,127,0.015646008403361344,83
8,18,42,0.014466911764705883,83
-33,-80,-107,0.013407738095238096,83
73,101,90,0.01340423669467787,83
-83,-61,-97,0.012150735294117646,83
102,16,23,0.012069327731092438,83
-35,106,20,0.01156687675070028,83
-33,-71,123,0.010234593837535014,83
-34,-73,-72,0.010168942577030812,83
-93,-106,124,0.010126050420168068,83
-55,-121,89,0.007686449579831933,83
-124,-116,-89,0.00726453081232493,83
59,45,69,0.006277135854341737,83
-13,-22,-48,0.0044476540616246495,83
-52,-68,-92,0.29178353110391947,84
-106,-114,-118,0.19263843941028408,84
102,96,94,0.11385203164329379,84
-61,-74,-85,0.09354638619201726,84
-97,-109,125,0.0845873786407767,84
63,55,53,0.0451465300251708,84
80,110,96,0.03011057173678533,84
105,-119,120,0.02164329377921611,84
-66,-125,109,0.018513124775260698,84
112,96,78,0.015275080906148868,84
-56,103,73,0.01309690758719885,84
-42,-67,122,0.012306724199928083,84
-81,79,53,0.010845918734268248,84
125,-111,113,0.010564545127651924,84
75,48,48,0.009769866954332974,84
-74,-118,-117,0.008571556993887092,84
-92,76,61,0.008049262855088097,84
-59,-127,81,0.007660014383315354,84
-123,86,70,0.00643653362099964,84
117,85,88,0.00560230133045667,84
-46,-48,-47,0.21091321897073664,85
-21,-20,-27,0.2060376723847965,85
-117,-112,-77,0.16889673730238816,85
-78,-66,-40,0.08273461150353179,85
90,96,-120,0.062146821392532796,85
76,92,-99,0.05332576522031618,85
-99,-103,-90,0.03991927346115035,85
112,-120,-60,0.026745711402623613,85
68,43,52,0.025200975445677766,85
43,47,79,0.022856542213252607,85
93,94,-114,0.02073915237134208,85
-122,-124,-77,0.015882105617221663,85
111,127,-62,0.01580894719138917,85
105,75,78,0.012426841574167508,85
45,46,86,0.010515472586612848,85
38,55,118,0.007599226370669358,85
81,102,-96,0.006902119071644803,85
-15,-20,-43,0.006067103935418769,85
-31,-43,-64,0.005281701984527413,85
