Title,Artist,Creation_Date,estimate_year,url,img_URL,Medium,height_cm,width_cm,Accession_number,recoloured_image,colour_palette,relative_frequencies
"Greenock from Craig's Farm, Lyle Road",Nina Anderson,,,https://artuk.org/discover/artworks/greenock-from-craigs-farm-lyle-road-183154/view_as/grid/search/has_image:on--region:scotland--work_type:painting--category:seas-and-coasts/sort_by/date_earliest/order/asc/page/23,https://d3d00swyhr67nd.cloudfront.net/w1200h1200/collection/STC/INV/STC_INV_1977_608-001.jpg,oil on board,20.6,40.8,1977.608,"[[[191 189 181]
  [191 189 181]
  [189 176 166]
  ...
  [191 189 181]
  [191 189 181]
  [191 189 181]]

 [[191 189 181]
  [191 189 181]
  [189 176 166]
  ...
  [191 189 181]
  [191 189 181]
  [191 189 181]]

 [[191 189 181]
  [191 189 181]
  [189 176 166]
  ...
  [191 189 181]
  [191 189 181]
  [191 189 181]]

 ...

 [[192 159 121]
  [192 159 121]
  [192 159 121]
  ...
  [192 159 121]
  [192 159 121]
  [192 159 121]]

 [[153 119  83]
  [153 119  83]
  [192 159 121]
  ...
  [192 159 121]
  [192 159 121]
  [192 159 121]]

 [[153 119  83]
  [153 119  83]
  [153 119  83]
  ...
  [192 159 121]
  [192 159 121]
  [192 159 121]]]","[array([189, 176, 166], dtype=uint8), array([191, 189, 181], dtype=uint8), array([213, 203, 195], dtype=uint8), array([192, 159, 121], dtype=uint8), array([153, 119,  83], dtype=uint8), array([141, 119, 102], dtype=uint8), array([88, 67, 50], dtype=uint8), array([207, 204, 192], dtype=uint8), array([51, 33, 23], dtype=uint8), array([105,  73,  43], dtype=uint8), array([140, 127,  87], dtype=uint8)]","[0.33413333333333334, 0.16613030303030302, 0.11006969696969697, 0.10786212121212121, 0.07827878787878788, 0.07721515151515151, 0.04788636363636364, 0.044334848484848484, 0.01648181818181818, 0.010898484848484848, 0.006709090909090909]"
Figures on a Beach,William Hanna Clarke,,,https://artuk.org/discover/artworks/figures-on-a-beach-207572/view_as/grid/search/has_image:on--region:scotland--work_type:painting--category:seas-and-coasts/sort_by/date_earliest/order/asc/page/23,https://d3d00swyhr67nd.cloudfront.net/w944h944/collection/SS/KA/SS_KA_KA025-001.jpg,oil on canvas (?),49.1,59.2,KA025,"[[[136 117 101]
  [136 117 101]
  [181 180 169]
  ...
  [181 180 169]
  [181 180 169]
  [181 180 169]]

 [[136 117 101]
  [136 117 101]
  [181 180 169]
  ...
  [181 180 169]
  [181 180 169]
  [181 180 169]]

 [[136 117 101]
  [136 117 101]
  [136 117 101]
  ...
  [181 180 169]
  [181 180 169]
  [181 180 169]]

 ...

 [[ 76  80  53]
  [ 76  80  53]
  [ 76  80  53]
  ...
  [ 76  80  53]
  [ 76  80  53]
  [ 76  80  53]]

 [[ 76  80  53]
  [ 80  85  42]
  [ 80  85  42]
  ...
  [ 76  80  53]
  [ 76  80  53]
  [ 76  80  53]]

 [[ 76  80  53]
  [ 76  80  53]
  [ 80  85  42]
  ...
  [ 76  80  53]
  [ 76  80  53]
  [ 76  80  53]]]","[array([181, 180, 169], dtype=uint8), array([192, 178, 161], dtype=uint8), array([216, 206, 195], dtype=uint8), array([212, 207, 193], dtype=uint8), array([136, 117, 101], dtype=uint8), array([76, 80, 53], dtype=uint8), array([161, 173, 176], dtype=uint8), array([115, 115,  66], dtype=uint8), array([80, 85, 42], dtype=uint8), array([175, 174, 180], dtype=uint8), array([93, 76, 63], dtype=uint8), array([118, 118,  91], dtype=uint8), array([191, 165, 126], dtype=uint8), array([145, 119,  80], dtype=uint8), array([174, 163, 111], dtype=uint8), array([122, 127, 150], dtype=uint8)]","[0.20018144001416116, 0.16659982519803515, 0.13638425454706377, 0.11083467938221887, 0.05595598973315042, 0.05205198698942338, 0.04846882329512767, 0.04783959153869983, 0.03747317121741824, 0.033665973359295484, 0.03261909766783201, 0.030685765809620746, 0.013309288843651812, 0.012775479045891047, 0.011245961853343363, 0.009908671505067045]"
Gardenstoun,William John Connon,,,https://artuk.org/discover/artworks/gardenstoun-105309/view_as/grid/search/has_image:on--region:scotland--work_type:painting--category:seas-and-coasts/sort_by/date_earliest/order/asc/page/23,https://d3d00swyhr67nd.cloudfront.net/w1200h1200/collection/ABD/RGU/ABD_RGU_2007_16-001.jpg,mixed media on board,75.0,115.0,ABDRG2007.16,"[[[170 169 143]
  [170 169 143]
  [170 169 143]
  ...
  [ 52  66  71]
  [ 52  66  71]
  [ 52  66  71]]

 [[170 169 143]
  [170 169 143]
  [170 169 143]
  ...
  [ 52  66  71]
  [ 52  66  71]
  [ 52  66  71]]

 [[170 169 143]
  [170 169 143]
  [170 169 143]
  ...
  [ 52  66  71]
  [ 52  66  71]
  [ 52  66  71]]

 ...

 [[185 172 115]
  [218 206 150]
  [218 206 150]
  ...
  [194 157  75]
  [190 170  88]
  [190 170  88]]

 [[132 123  78]
  [185 172 115]
  [185 172 115]
  ...
  [190 170  88]
  [190 170  88]
  [190 170  88]]

 [[ 52  66  71]
  [ 73  76  58]
  [ 87  82  40]
  ...
  [190 170  88]
  [190 170  88]
  [190 170  88]]]","[array([185, 172, 115], dtype=uint8), array([170, 169, 143], dtype=uint8), array([123, 123, 100], dtype=uint8), array([145, 115,  65], dtype=uint8), array([132, 123,  78], dtype=uint8), array([193, 165, 113], dtype=uint8), array([52, 66, 71], dtype=uint8), array([73, 76, 58], dtype=uint8), array([157, 116,  41], dtype=uint8), array([194, 157,  75], dtype=uint8), array([101,  71,  25], dtype=uint8), array([190, 170,  88], dtype=uint8), array([212, 209, 184], dtype=uint8), array([87, 82, 40], dtype=uint8), array([218, 206, 150], dtype=uint8), array([150, 131,  52], dtype=uint8), array([117,  81,  12], dtype=uint8)]","[0.15506837606837606, 0.13561858974358976, 0.13386858974358976, 0.08944871794871795, 0.08320405982905983, 0.0733792735042735, 0.058778846153846154, 0.05762927350427351, 0.045245726495726495, 0.04125, 0.0381784188034188, 0.0340224358974359, 0.021053418803418805, 0.011783119658119658, 0.01067094017094017, 0.005472222222222222, 0.005327991452991453]"
The Bay,Eric Ritchie,,,https://artuk.org/discover/artworks/the-bay-206492/view_as/grid/search/has_image:on--region:scotland--work_type:painting--category:seas-and-coasts/sort_by/date_earliest/order/asc/page/23,https://d3d00swyhr67nd.cloudfront.net/w1200h1200/collection/EDII/RSA/EDII_RSA_TEMP3-001.jpg,oil on hardboard,43.0,50.0,TEMP3,"[[[19 20 14]
  [19 20 14]
  [19 20 14]
  ...
  [30 21 17]
  [30 21 17]
  [30 21 17]]

 [[19 20 14]
  [19 20 14]
  [19 20 14]
  ...
  [30 21 17]
  [30 21 17]
  [30 21 17]]

 [[19 20 14]
  [19 20 14]
  [19 20 14]
  ...
  [30 21 17]
  [30 21 17]
  [30 21 17]]

 ...

 [[19 20 14]
  [19 20 14]
  [19 20 14]
  ...
  [19 20 14]
  [19 20 14]
  [19 20 14]]

 [[19 20 14]
  [19 20 14]
  [19 20 14]
  ...
  [19 20 14]
  [19 20 14]
  [19 20 14]]

 [[19 20 14]
  [19 20 14]
  [19 20 14]
  ...
  [19 20 14]
  [19 20 14]
  [19 20 14]]]","[array([19, 20, 14], dtype=uint8), array([30, 21, 17], dtype=uint8), array([22, 23, 31], dtype=uint8), array([49, 66, 80], dtype=uint8), array([26, 37, 46], dtype=uint8), array([52, 61, 80], dtype=uint8), array([78, 60, 52], dtype=uint8), array([61, 63, 53], dtype=uint8), array([90, 61, 25], dtype=uint8), array([204, 161, 117], dtype=uint8), array([134, 112, 100], dtype=uint8), array([190, 164, 145], dtype=uint8), array([60, 67, 17], dtype=uint8), array([41, 63, 97], dtype=uint8), array([ 94, 112, 126], dtype=uint8), array([20, 34, 66], dtype=uint8), array([153, 114,  76], dtype=uint8)]","[0.3205210355987055, 0.19595226537216828, 0.18048543689320387, 0.09607605177993528, 0.06125809061488673, 0.034741100323624596, 0.02202346278317152, 0.018024271844660194, 0.01159546925566343, 0.009440129449838188, 0.008714401294498382, 0.00790210355987055, 0.007744336569579288, 0.0073042071197411, 0.007114886731391586, 0.006356796116504854, 0.004745954692556635]"
Sunrise (Estuary),George Devlin,,,https://artuk.org/discover/artworks/sunrise-estuary-194890/view_as/grid/search/has_image:on--region:scotland--work_type:painting--category:seas-and-coasts/sort_by/date_earliest/order/asc/page/23,https://d3d00swyhr67nd.cloudfront.net/w1200h1200/collection/STC/WDS/STC_WDS_WDBCS_2005_1237-001.jpg,oil on canvas,156.0,156.0,WDBCS.2005.1237,"[[[189 167 144]
  [189 167 144]
  [189 167 144]
  ...
  [189 167 144]
  [189 167 144]
  [189 167 144]]

 [[189 167 144]
  [189 167 144]
  [189 167 144]
  ...
  [189 167 144]
  [189 167 144]
  [189 167 144]]

 [[189 167 144]
  [189 167 144]
  [189 167 144]
  ...
  [189 167 144]
  [189 167 144]
  [189 167 144]]

 ...

 [[189 167 144]
  [189 167 144]
  [189 167 144]
  ...
  [189 167 144]
  [189 167 144]
  [189 167 144]]

 [[189 167 144]
  [189 167 144]
  [189 167 144]
  ...
  [189 167 144]
  [189 167 144]
  [189 167 144]]

 [[189 167 144]
  [189 167 144]
  [189 167 144]
  ...
  [189 167 144]
  [189 167 144]
  [189 167 144]]]","[array([189, 167, 144], dtype=uint8), array([190, 164, 126], dtype=uint8), array([146, 117, 102], dtype=uint8), array([155, 116,  79], dtype=uint8), array([114,  73,  41], dtype=uint8), array([215, 197, 178], dtype=uint8)]","[0.6904704875962361, 0.20933775306529798, 0.04534502423723981, 0.036221129170230966, 0.011660963786712289, 0.006964642144282863]"
Smoking Beach Boy,John Byrne,,,https://artuk.org/discover/artworks/smoking-beach-boy-186939/view_as/grid/search/has_image:on--region:scotland--work_type:painting--category:seas-and-coasts/sort_by/date_earliest/order/asc/page/23,https://d3d00swyhr67nd.cloudfront.net/w944h944/collection/EDII/RSA/EDII_RSA_2008_010-001.jpg,oil on board,121.0,270.0,2008.010(.1.2.3),"[[[179 158 139]
  [179 158 139]
  [179 158 139]
  ...
  [226 223 197]
  [226 223 197]
  [226 223 197]]

 [[136 110  98]
  [179 158 139]
  [179 158 139]
  ...
  [226 223 197]
  [226 223 197]
  [226 223 197]]

 [[136 110  98]
  [179 158 139]
  [179 158 139]
  ...
  [226 223 197]
  [226 223 197]
  [226 223 197]]

 ...

 [[136 110  98]
  [136 110  98]
  [ 84  64  57]
  ...
  [168  91  68]
  [168  91  68]
  [189 156 112]]

 [[179 158 139]
  [136 110  98]
  [ 84  64  57]
  ...
  [168  91  68]
  [189 156 112]
  [189 156 112]]

 [[179 158 139]
  [179 158 139]
  [136 110  98]
  ...
  [168  91  68]
  [179 158 139]
  [179 158 139]]]","[array([84, 64, 57], dtype=uint8), array([136, 110,  98], dtype=uint8), array([49, 40, 35], dtype=uint8), array([226, 223, 197], dtype=uint8), array([179, 158, 139], dtype=uint8), array([46, 38, 44], dtype=uint8), array([150, 118,  79], dtype=uint8), array([73, 58, 66], dtype=uint8), array([69, 71, 58], dtype=uint8), array([40, 39, 31], dtype=uint8), array([189, 156, 112], dtype=uint8), array([113,  54,  54], dtype=uint8), array([218, 212, 166], dtype=uint8), array([133,  54,  42], dtype=uint8), array([148,  91,  90], dtype=uint8), array([168,  91,  68], dtype=uint8), array([105,  76,  46], dtype=uint8)]","[0.35397811420108605, 0.16696920766825737, 0.07653858811913773, 0.05432110827711042, 0.05147225193351983, 0.04629391558334705, 0.04599308869507981, 0.03927976386374856, 0.03908435494487412, 0.032648716471943395, 0.028869096593714002, 0.01858184548296857, 0.01094547062695409, 0.009983853052493006, 0.009549325324995887, 0.00887824995886128, 0.006613049201908836]"
Captain John Smith of the 'Scottish Maid',,,,https://artuk.org/discover/artworks/captain-john-smith-of-the-scottish-maid-106162/view_as/grid/search/has_image:on--region:scotland--work_type:painting--category:seas-and-coasts/sort_by/date_earliest/order/asc/page/23,https://d3d00swyhr67nd.cloudfront.net/w1200h1200/collection/ABD/MMU/ABD_MMU_ag001227-001.jpg,oil on canvas,30.0,25.3,ABDAG001227,"[[[ 7 22 22]
  [ 7 22 22]
  [ 7 22 22]
  ...
  [ 5 18 10]
  [ 5 18 10]
  [ 5 18 10]]

 [[ 7 22 22]
  [ 4 46 23]
  [ 7 22 22]
  ...
  [ 5 18 10]
  [ 5 18 10]
  [ 5 18 10]]

 [[ 4 46 23]
  [ 4 46 23]
  [ 4 46 23]
  ...
  [ 5 18 10]
  [ 5 18 10]
  [ 5 18 10]]

 ...

 [[28 18  7]
  [28 18  7]
  [28 18  7]
  ...
  [ 5 18 10]
  [ 5 18 10]
  [ 5 18 10]]

 [[28 18  7]
  [28 18  7]
  [28 18  7]
  ...
  [ 5 18 10]
  [ 5 18 10]
  [ 5 18 10]]

 [[28 18  7]
  [28 18  7]
  [94 62 27]
  ...
  [ 5 18 10]
  [ 5 18 10]
  [ 5 18 10]]]","[array([ 5, 18, 10], dtype=uint8), array([ 7, 22, 22], dtype=uint8), array([253, 199, 163], dtype=uint8), array([94, 62, 27], dtype=uint8), array([28, 18,  7], dtype=uint8), array([ 4, 46, 23], dtype=uint8), array([247, 165, 124], dtype=uint8), array([226, 167, 124], dtype=uint8), array([247, 230, 219], dtype=uint8)]","[0.82971977124183, 0.08978839869281045, 0.01417483660130719, 0.013683823529411764, 0.013392156862745098, 0.011488562091503268, 0.009437908496732025, 0.00920016339869281, 0.00911437908496732]"
SS 'Firth',W. Dowden,,,https://artuk.org/discover/artworks/ss-firth-106101/view_as/grid/search/has_image:on--region:scotland--work_type:painting--category:seas-and-coasts/sort_by/date_earliest/order/asc/page/23,https://d3d00swyhr67nd.cloudfront.net/w1200h1200/collection/ABD/MMU/ABD_MMU_1213-001.jpg,oil on board,31.2,47.5,ABDAG001213,"[[[129 123  83]
  [129 123  83]
  [129 123  83]
  ...
  [117 117  98]
  [117 117  98]
  [117 117  98]]

 [[129 123  83]
  [129 123  83]
  [148 122  84]
  ...
  [117 117  98]
  [ 73  76  61]
  [ 73  76  61]]

 [[129 123  83]
  [129 123  83]
  [148 122  84]
  ...
  [117 117  98]
  [117 117  98]
  [117 117  98]]

 ...

 [[ 87  74  61]
  [117 117  98]
  [ 73  76  61]
  ...
  [ 73  76  61]
  [ 73  76  61]
  [ 73  76  61]]

 [[ 87  74  61]
  [ 87  74  61]
  [ 73  76  61]
  ...
  [117 117  98]
  [117 117  98]
  [117 117  98]]

 [[ 87  74  61]
  [ 87  74  61]
  [ 73  76  61]
  ...
  [117 117  98]
  [117 117  98]
  [117 117  98]]]","[array([117, 117,  98], dtype=uint8), array([73, 76, 61], dtype=uint8), array([171, 170, 147], dtype=uint8), array([128, 114,  92], dtype=uint8), array([31, 34, 26], dtype=uint8), array([87, 74, 61], dtype=uint8), array([148, 122,  84], dtype=uint8), array([187, 160, 116], dtype=uint8), array([102, 128, 130], dtype=uint8), array([176, 161, 134], dtype=uint8), array([129, 123,  83], dtype=uint8), array([102,  71,  31], dtype=uint8), array([176, 164, 123], dtype=uint8), array([41, 30, 20], dtype=uint8), array([79, 82, 42], dtype=uint8)]","[0.27356784467713785, 0.20354057591623037, 0.12889506980802792, 0.0799334642233857, 0.07517561082024433, 0.0500130890052356, 0.04016143106457243, 0.029649869109947644, 0.0243597294938918, 0.024168848167539267, 0.018155541012216406, 0.016288176265270505, 0.01525087260034904, 0.013845986038394415, 0.006993891797556719]"
Stormy Sea,C. Wuterland,,,https://artuk.org/discover/artworks/stormy-sea-86801/view_as/grid/search/has_image:on--region:scotland--work_type:painting--category:seas-and-coasts/sort_by/date_earliest/order/asc/page/23,https://d3d00swyhr67nd.cloudfront.net/w944h944/collection/GL/GM/GL_GM_PCF_BBC1-001.jpg,acrylic on paper,76.0,92.0,PR.2007.2.128,"[[[215 219 207]
  [215 219 207]
  [215 219 207]
  ...
  [121 174 209]
  [121 174 209]
  [121 174 209]]

 [[215 219 207]
  [215 219 207]
  [215 219 207]
  ...
  [121 174 209]
  [121 174 209]
  [121 174 209]]

 [[215 219 207]
  [215 219 207]
  [215 219 207]
  ...
  [157 181 187]
  [121 174 209]
  [121 174 209]]

 ...

 [[142 116  72]
  [142 116  72]
  [142 116  72]
  ...
  [171 171 125]
  [171 171 125]
  [171 171 125]]

 [[171 171 125]
  [142 116  72]
  [142 116  72]
  ...
  [171 171 125]
  [171 171 125]
  [171 171 125]]

 [[171 171 125]
  [171 171 125]
  [142 116  72]
  ...
  [171 171 125]
  [171 171 125]
  [171 171 125]]]","[array([166, 176, 160], dtype=uint8), array([114, 125, 107], dtype=uint8), array([215, 219, 207], dtype=uint8), array([157, 181, 187], dtype=uint8), array([67, 78, 62], dtype=uint8), array([105, 124, 128], dtype=uint8), array([25, 34, 22], dtype=uint8), array([201, 215, 220], dtype=uint8), array([59, 75, 79], dtype=uint8), array([171, 171, 125], dtype=uint8), array([123, 123,  77], dtype=uint8), array([85, 69, 57], dtype=uint8), array([130, 116, 102], dtype=uint8), array([181, 168, 153], dtype=uint8), array([121, 174, 209], dtype=uint8), array([223, 222, 227], dtype=uint8), array([142, 116,  72], dtype=uint8), array([227, 218, 207], dtype=uint8), array([75, 79, 37], dtype=uint8)]","[0.26229571197411006, 0.16115898058252426, 0.15351739482200646, 0.09069174757281553, 0.0720995145631068, 0.03979368932038835, 0.03639765372168285, 0.03158980582524272, 0.027087378640776698, 0.017433252427184465, 0.015651294498381877, 0.014969660194174757, 0.013646844660194175, 0.013464805825242718, 0.013440533980582524, 0.01181836569579288, 0.009108009708737864, 0.008830906148867314, 0.007004449838187703]"
Fishing Boats off the Coast in a Gale,Ludolf Backhuysen I,,,https://artuk.org/discover/artworks/fishing-boats-off-the-coast-in-a-gale-83098/view_as/grid/search/has_image:on--region:scotland--work_type:painting--category:seas-and-coasts/sort_by/date_earliest/order/asc/page/23,https://d3d00swyhr67nd.cloudfront.net/w944h944/collection/GL/GM/GL_GM_565-001.jpg,oil on canvas,34.3,47.6,565,"[[[69 74 61]
  [69 74 61]
  [69 74 61]
  ...
  [69 74 61]
  [69 74 61]
  [69 74 61]]

 [[69 74 61]
  [69 74 61]
  [69 74 61]
  ...
  [69 74 61]
  [69 74 61]
  [69 74 61]]

 [[69 74 61]
  [69 74 61]
  [69 74 61]
  ...
  [69 74 61]
  [69 74 61]
  [69 74 61]]

 ...

 [[21 32 33]
  [21 32 33]
  [21 32 33]
  ...
  [69 74 61]
  [69 74 61]
  [69 74 61]]

 [[25 35 28]
  [25 35 28]
  [25 35 28]
  ...
  [69 74 61]
  [69 74 61]
  [69 74 61]]

 [[25 35 28]
  [25 35 28]
  [25 35 28]
  ...
  [69 74 61]
  [69 74 61]
  [69 74 61]]]","[array([69, 74, 61], dtype=uint8), array([25, 35, 28], dtype=uint8), array([115, 116,  94], dtype=uint8), array([21, 32, 33], dtype=uint8), array([162, 165, 135], dtype=uint8), array([185, 175, 129], dtype=uint8), array([208, 184, 134], dtype=uint8), array([222, 207, 154], dtype=uint8), array([134, 132,  92], dtype=uint8), array([229, 203, 150], dtype=uint8)]","[0.24546795952782463, 0.21557757166947725, 0.19188237774030353, 0.1819856661045531, 0.060061129848229346, 0.05535202360876897, 0.017015177065767283, 0.01360876897133221, 0.012917369308600338, 0.006131956155143339]"
Sea Piece,Charles Brooking,,,https://artuk.org/discover/artworks/sea-piece-83385/view_as/grid/search/has_image:on--region:scotland--work_type:painting--category:seas-and-coasts/sort_by/date_earliest/order/asc/page/23,https://d3d00swyhr67nd.cloudfront.net/w944h944/collection/GL/GM/GL_GM_461-001.jpg,oil on canvas,50.8,45.7,461,"[[[84 78 39]
  [84 78 39]
  [71 69 43]
  ...
  [71 69 43]
  [71 69 43]
  [71 69 43]]

 [[84 78 39]
  [84 78 39]
  [71 69 43]
  ...
  [71 69 43]
  [71 69 43]
  [71 69 43]]

 [[84 78 39]
  [84 78 39]
  [71 69 43]
  ...
  [71 69 43]
  [71 69 43]
  [71 69 43]]

 ...

 [[34 35 18]
  [34 35 18]
  [34 35 18]
  ...
  [34 35 18]
  [34 35 18]
  [34 35 18]]

 [[34 35 18]
  [34 35 18]
  [34 35 18]
  ...
  [34 35 18]
  [34 35 18]
  [34 35 18]]

 [[34 35 18]
  [34 35 18]
  [34 35 18]
  ...
  [34 35 18]
  [34 35 18]
  [34 35 18]]]","[array([122, 124,  96], dtype=uint8), array([170, 166, 116], dtype=uint8), array([130, 124,  78], dtype=uint8), array([155, 163, 128], dtype=uint8), array([34, 35, 18], dtype=uint8), array([71, 69, 43], dtype=uint8), array([84, 78, 39], dtype=uint8), array([193, 172,  92], dtype=uint8), array([141, 109,  65], dtype=uint8), array([92, 72, 34], dtype=uint8), array([199, 168, 109], dtype=uint8)]","[0.22145201587223828, 0.2080659383726057, 0.14543918091412336, 0.12543967079802087, 0.11464507911624945, 0.06930387498162935, 0.06110566795669426, 0.019737422230931268, 0.014721011120364474, 0.01391760152843776, 0.006172537108705237]"
